Body center of mass-x,Body center of mass-y,Body center of mass-z,7th cervical vertebrae-x,7th cervical vertebrae-y,7th cervical vertebrae-z,10th thoracic vertebrae-x,10th thoracic vertebrae-y,10th thoracic vertebrae-z,Jugular notch-x,Jugular notch-y,Jugular notch-z,Anterior superior iliac spine LT-x,Anterior superior iliac spine LT-y,Anterior superior iliac spine LT-z,Anterior superior iliac spine RT-x,Anterior superior iliac spine RT-y,Anterior superior iliac spine RT-z,Posterior superior iliac spine LT-x,Posterior superior iliac spine LT-y,Posterior superior iliac spine LT-z,Posterior superior iliac spine RT-x,Posterior superior iliac spine RT-y,Posterior superior iliac spine RT-z,Acromion LT-x,Acromion LT-y,Acromion LT-z,Acromion RT-x,Acromion RT-y,Acromion RT-z,Shoulder LT-x,Shoulder LT-y,Shoulder LT-z,Shoulder RT-x,Shoulder RT-y,Shoulder RT-z,Medial humeral epicondyle LT-x,Medial humeral epicondyle LT-y,Medial humeral epicondyle LT-z,Lateral humeral epicondyle LT-x,Lateral humeral epicondyle LT-y,Lateral humeral epicondyle LT-z,Elbow LT-x,Elbow LT-y,Elbow LT-z,Radial styloid process LT-x,Radial styloid process LT-y,Radial styloid process LT-z,Ulnar styloid process LT-x,Ulnar styloid process LT-y,Ulnar styloid process LT-z,Hand tip LT-x,Hand tip LT-y,Hand tip LT-z,Hip LT-x,Hip LT-y,Hip LT-z,Hip RT-x,Hip RT-y,Hip RT-z
-11.61995784,4.684101899,958.8448257,52.55717779,-15.77162858,1487.406488,90.55691743,-30.68568791,1209.122054,-38.34144977,16.61468572,1438.013591,-106.3842946,-116.5067668,968.4176907,-11.65438002,156.7695005,967.1195578,63.33903289,-78.44943366,962.6875,98.08552668,21.78703506,962.2113509,-43.4109106,-171.662061,1440.621664,78.69088442,164.1969864,1436.134199,-53.55138133,-170.9621121,1414.756363,70.24627195,169.5616442,1410.206572,-29.8865377,-169.2198333,1105.428699,-76.12801765,-183.2611358,1104.197354,-51.23497546,-179.800732,1104.78051,-52.24414879,-162.7586609,868.3524161,-19.28380969,-163.3102594,872.7461716,-20.86877636,-136.8947904,709.3136054,-46.76514025,-76.14886095,876.674012,9.9265075,87.39485118,875.8971371
-11.62299945,4.688393368,958.8460943,52.59176527,-15.78037635,1487.401485,90.56764878,-30.69269174,1209.114919,-38.31082052,16.61046721,1438.018844,-106.3931604,-116.5014941,968.4225084,-11.65351207,156.7713957,967.1236829,63.33114201,-78.45013981,962.6814956,98.08120605,21.78509002,962.2050924,-43.39079129,-171.6659513,1440.630159,78.72977045,164.186017,1436.12359,-53.53426931,-170.9657829,1414.766043,70.28241134,169.5507961,1410.196883,-29.86692631,-169.2060188,1105.438332,-76.10587615,-183.2553414,1104.203462,-51.21345287,-179.7905953,1104.787254,-52.22662253,-162.6605476,868.3587363,-19.26791137,-163.2272425,872.7627706,-20.79004153,-136.7589867,709.3381477,-46.7788418,-76.14378433,876.6756011,9.918631111,87.39790644,875.8983117
-11.62604145,4.69268488,958.8473635,52.62635175,-15.78912522,1487.396481,90.57837933,-30.69969578,1209.107783,-38.2801908,16.60624797,1438.024095,-106.4020255,-116.4962211,968.4273269,-11.65264378,156.7732907,967.1278079,63.32325069,-78.45084554,962.6754917,98.07688493,21.78314528,962.1988342,-43.37067112,-171.6698416,1440.638653,78.76865469,164.1750462,1436.112979,-53.51715627,-170.9694535,1414.775722,70.31854906,169.5399467,1410.187191,-29.84731718,-169.1922069,1105.447964,-76.08373555,-183.2495485,1104.209572,-51.19193192,-179.7804602,1104.793998,-52.20913334,-162.562436,868.3650835,-19.25205965,-163.1442298,872.7793912,-20.71133394,-136.6232161,709.3627483,-46.79254305,-76.13870726,876.6771912,9.910754914,87.40096197,875.8994868
-11.62908383,4.696976433,958.8486333,52.66093723,-15.79787519,1487.391473,90.58910909,-30.70670001,1209.100647,-38.24956061,16.60202801,1438.029345,-106.4108902,-116.490948,968.432146,-11.65177513,156.7751855,967.131933,63.31535893,-78.45155086,962.6694884,98.0725633,21.78120082,962.1925763,-43.35055008,-171.6737321,1440.647146,78.80753714,164.1640741,1436.102364,-53.50004222,-170.973124,1414.785401,70.3546851,169.5290961,1410.177497,-29.82771029,-169.1783976,1105.457596,-76.06159586,-183.243757,1104.215685,-51.1704126,-179.7703267,1104.800743,-52.19168123,-162.4643261,868.3714576,-19.23625454,-163.0612215,872.7960334,-20.63265361,-136.4874785,709.3874073,-46.80624402,-76.13362972,876.6787824,9.902878908,87.40401775,875.9006626
-11.63306346,4.701834168,958.8500469,52.70220569,-15.80721161,1487.38582,90.60244908,-30.71455606,1209.092041,-38.21288993,16.59664202,1438.034753,-106.4211058,-116.4851408,968.4381621,-11.65159993,156.7773841,967.136859,63.30611974,-78.45212022,962.66219,98.06713541,21.77930785,962.1848781,-43.3240884,-171.6787713,1440.657581,78.85222426,164.152084,1436.089143,-53.47690163,-170.9781936,1414.797139,70.39630426,169.5169791,1410.165251,-29.79833811,-169.1653749,1105.468347,-76.0291767,-183.2404966,1104.223612,-51.13873477,-179.7617821,1104.808814,-52.16993768,-162.3592411,868.3791473,-19.21624111,-162.9727146,872.8143289,-20.54686554,-136.3426744,709.414319,-46.82262435,-76.12780311,876.6808026,9.892717008,87.40768479,875.9020305
-11.63814988,4.70711389,958.851571,52.75014835,-15.81680737,1487.379625,90.61860088,-30.72303792,1209.081935,-38.17009205,16.59008548,1438.040034,-106.4325758,-116.4789803,968.4455338,-11.65239953,156.7798357,967.142519,63.29557115,-78.4525031,962.6535765,98.06050067,21.77756454,962.1756367,-43.2905436,-171.6849812,1440.669685,78.90228791,164.1394853,1436.073496,-53.44688448,-170.9847254,1414.81062,70.44306968,169.5039698,1410.150595,-29.75829015,-169.1539391,1105.479826,-75.9856012,-183.2404848,1104.233312,-51.09601256,-179.7555895,1104.818032,-52.14400491,-162.2514047,868.3879734,-19.19204606,-162.8822703,872.8336138,-20.45692022,-136.193481,709.4426672,-46.84172974,-76.12137161,876.6833346,9.879997371,87.41189664,875.9035381
-11.644513,4.712621708,958.8531694,52.80457056,-15.82629137,1487.373011,90.63770879,-30.73183427,1209.070339,-38.12120883,16.5825286,1438.044894,-106.4451664,-116.4726936,968.4544415,-11.65445074,156.7824539,967.1487649,63.2837856,-78.45267774,962.6436877,98.0525809,21.77604431,962.1647716,-43.24945192,-171.6922084,1440.682955,78.95728932,164.1267721,1436.055852,-53.40940215,-170.9925682,1414.825291,70.49465495,169.4905648,1410.133922,-29.70750501,-169.1445999,1105.491558,-75.9308645,-183.244067,1104.244595,-51.04222698,-179.7521836,1104.828108,-52.11441942,-162.1450657,868.397631,-19.16413256,-162.7933333,872.8531498,-20.36607569,-136.0438033,709.4716613,-46.86354265,-76.11456367,876.6864831,9.864491798,87.41650913,875.9050937
-11.65227824,4.71812468,958.8548039,52.86496801,-15.83526159,1487.366114,90.6597758,-30.74058047,1209.057342,-38.06654577,16.57432493,1438.049072,-106.4587146,-116.4665184,968.4650377,-11.65794449,156.7851219,967.1553659,63.27087683,-78.45267031,962.6326496,98.04336007,21.77476532,962.152268,-43.20081687,-171.7001134,1440.696707,79.01668603,164.114498,1436.03686,-53.36432659,-171.0013452,1414.840418,70.55064163,169.477358,1410.115851,-29.64695427,-169.1375774,1105.503038,-75.86600774,-183.2512472,1104.257135,-50.97840242,-179.7516859,1104.838674,-52.08226313,-162.0441153,868.4077322,-19.13351606,-162.7089159,872.8721929,-20.27782501,-135.8964627,709.500605,-46.88793704,-76.10767385,876.6903525,9.846114575,87.42130006,875.9065721
-11.6614719,4.723368963,958.8564366,52.93041067,-15.84330813,1487.359082,90.6845766,-30.74889689,1209.043138,-38.00681905,16.56597508,1438.052381,-106.4730218,-116.4606707,968.4773827,-11.6629172,156.7877036,967.1620211,63.25701786,-78.45256039,962.6206953,98.03292495,21.77367729,962.1382268,-43.14525378,-171.7082065,1440.710172,79.07968278,164.1032397,1436.017324,-53.31215112,-171.0104966,1414.855187,70.61035401,169.4649975,1410.09716,-29.5786747,-169.1328061,1105.513784,-75.79314102,-183.2617204,1104.270509,-50.90663185,-179.7539213,1104.84932,-52.04914535,-161.9518031,868.4178646,-19.10174864,-162.6314132,872.8900546,-20.19579039,-135.7532738,709.5289162,-46.91461873,-76.10103316,876.6950151,9.825019165,87.42598621,875.9078296
-11.67199311,4.728102613,958.8580323,52.99954408,-15.85002883,1487.352065,90.71163785,-30.75640911,1209.028035,-37.94318698,16.55807275,1438.054735,-106.487833,-116.4553431,968.4914084,-11.6692563,156.7900545,967.1683862,63.24245889,-78.45246159,962.6081599,98.02147352,21.77268423,962.1228815,-43.0839844,-171.7159017,1440.722613,79.14517125,164.0935649,1435.998099,-53.2539991,-171.0193465,1414.868822,70.67278372,169.4541405,1410.07869,-29.50554433,-169.1299198,1105.523392,-75.71521387,-183.2748762,1104.284239,-50.82984871,-179.7584119,1104.859647,-52.01696979,-161.8705375,868.4276537,-19.07068733,-162.5625194,872.9061507,-20.12345905,-135.6153848,709.5561081,-46.94309585,-76.09498486,876.7004912,9.801612231,87.43025307,875.9087212
-11.68362629,4.732097279,958.8595594,53.0707107,-15.85503903,1487.345211,90.74029501,-30.76276193,1209.012425,-37.87714676,16.55123744,1438.056139,-106.5028345,-116.4507114,968.5069264,-11.67675089,156.7920335,967.1741078,63.22752083,-78.45249471,962.5954455,98.00928896,21.77167812,962.1065739,-43.01866465,-171.7225841,1440.7334,79.21177904,164.0860059,1435.979994,-53.19145529,-171.027187,1414.88067,70.73663345,169.4454112,1410.061245,-29.43084928,-169.1282975,1105.531574,-75.63558108,-183.2898477,1104.297837,-50.75139283,-179.7644238,1104.869306,-51.9875283,-161.8017767,868.4368092,-19.04208893,-162.503218,872.9200344,-20.06376668,-135.4836495,709.5817599,-46.97271111,-76.08986181,876.7067469,9.776489516,87.43378861,875.9091142
-11.69607478,4.735172188,958.8609895,53.1421004,-15.85803406,1487.338659,90.76976964,-30.76766983,1208.996739,-37.810388,16.54599853,1438.056658,-106.5176945,-116.4469076,968.5236445,-11.68511177,156.7935232,967.1788727,63.21255519,-78.45277181,962.5829711,97.99670714,21.77055223,962.0897151,-42.95115857,-171.7277278,1440.742041,79.27795372,164.0809933,1435.963721,-53.12633502,-171.033408,1414.890221,70.80040382,169.4393231,1410.045536,-29.35788109,-169.1271936,1105.538153,-75.55760358,-183.3056318,1104.310803,-50.67461035,-179.7710932,1104.87799,-51.96214312,-161.7460582,868.4451283,-19.01725338,-162.4538669,872.9313906,-20.01873143,-135.358932,709.6054761,-47.00272147,-76.08593799,876.713695,9.750368547,87.43632755,875.9089087
-11.70899607,4.737216185,958.8622992,53.21190265,-15.85889031,1487.332534,90.79923833,-30.77098982,1208.981401,-37.7446463,16.5426609,1438.056396,-106.532124,-116.4439702,968.5411777,-11.69396054,156.7944546,967.1824618,63.19789042,-78.45338977,962.5711192,97.98408938,21.76919849,962.0727485,-42.88333265,-171.7310309,1440.748179,79.34206273,164.078758,1435.949871,-53.06047641,-171.0376379,1414.897109,70.86249391,169.4361758,1410.032158,-29.28969187,-169.1259203,1105.543038,-75.48441166,-183.3212472,1104.322624,-50.60261477,-179.7775972,1104.885423,-51.94151597,-161.703234,868.4524661,-18.99687451,-162.4144395,872.9400142,-19.98926518,-135.2423919,709.6268555,-47.03238929,-76.08336597,876.7211912,9.724040599,87.4376991,875.9080601
-11.72203363,4.738192715,958.8634721,53.27845628,-15.85770446,1487.326935,90.82790082,-30.77274233,1208.966795,-37.68156404,16.54124384,1438.055494,-106.5459005,-116.4418372,968.559072,-11.70286156,156.7948175,967.1847784,63.18380542,-78.45441738,962.5601997,97.97179267,21.7675216,962.0561152,-42.81687913,-171.7324781,1440.751598,79.40250312,164.0792932,1435.938886,-52.99556595,-171.0398103,1414.901116,70.92130772,169.4360134,1410.02156,-29.22891722,-169.1240385,1105.546213,-75.4187399,-183.3358919,1104.332807,-50.5381186,-179.7833294,1104.891375,-51.92573363,-161.6728502,868.4587105,-18.98104833,-162.3848586,872.9458094,-19.97508686,-135.1356542,709.6455168,-47.06104232,-76.08215472,876.7290421,9.6983053,87.43785097,875.9065884
-11.73484154,4.73813132,958.8645,53.34035063,-15.85475261,1487.321928,90.85503376,-30.77307817,1208.953244,-37.6225957,16.54150089,1438.054116,-106.5588491,-116.4403819,968.5768372,-11.71138861,156.7946535,967.1858447,63.17053432,-78.45587833,962.5504366,97.96014338,21.76546669,962.0402269,-42.75319635,-171.7323205,1440.752252,79.45777675,164.082389,1435.931017,-52.93302017,-171.0401497,1414.902205,70.97532755,169.438653,1410.014007,-29.17765708,-169.1215069,1105.547745,-75.36282087,-183.3490555,1104.340948,-50.48332357,-179.7880323,1104.895694,-51.91440513,-161.6544708,868.4637733,-18.96941336,-162.3652284,872.9488199,-19.97474793,-135.0406929,709.6611845,-47.08809228,-76.08218988,876.7370194,9.67390144,87.43684673,875.9045721
-11.74710402,4.737118568,958.865382,53.39648275,-15.85040954,1487.317545,90.88002061,-30.77224828,1208.940995,-37.56895174,16.54297892,1438.052443,-106.5708458,-116.4394295,968.5939798,-11.71914722,156.7940466,967.1857833,63.15825987,-78.45775683,962.5419678,97.94942342,21.76301625,962.0254478,-42.69331892,-171.7310161,1440.750312,79.50653548,164.0876993,1435.926274,-52.8739152,-171.039121,1414.900562,71.0231594,169.4437432,1410.009522,-29.13745935,-169.118703,1105.547804,-75.31837673,-183.3605195,1104.34681,-50.43990992,-179.7918085,1104.898359,-51.90693646,-161.6478347,868.467601,-18.96142627,-162.3558772,872.9492678,-19.98585849,-134.9594924,709.6737905,-47.11305542,-76.08325887,876.7448787,9.651474597,87.43484457,875.9021356
-11.7673003,4.734999242,958.8670503,53.49496653,-15.83163104,1487.309329,90.92172602,-30.76772469,1208.92083,-37.48143352,16.54272328,1438.051965,-106.5887944,-116.4397573,968.6226377,-11.73408646,156.79252,967.18486,63.13930402,-78.46031452,962.5285319,97.93157142,21.76001884,962.0011617,-42.57213466,-171.7320177,1440.761481,79.56766695,164.1080717,1435.904677,-52.75559465,-171.0434526,1414.91277,71.08059309,169.4610825,1409.988509,-29.08622458,-169.1097797,1105.557998,-75.26178558,-183.3694882,1104.363372,-50.38463655,-179.7911493,1104.911973,-51.88132133,-161.6612595,868.4801802,-18.93561115,-162.3716608,872.9600031,-19.96738691,-134.847498,709.7060637,-47.15279563,-76.08652437,876.7581432,9.613535391,87.43086164,875.897697
-11.78657867,4.732457037,958.8684901,53.5859739,-15.81106898,1487.302032,90.96048582,-30.76268215,1208.902298,-37.40128021,16.54216966,1438.050842,-106.6053491,-116.4403452,968.6495734,-11.7480476,156.7908814,967.1835221,63.12177986,-78.46287158,962.516321,97.91499856,21.75707641,961.9785802,-42.45483673,-171.7333841,1440.773385,79.61870237,164.1303091,1435.882987,-52.64079905,-171.0485394,1414.925561,71.12820587,169.4799273,1409.967241,-29.04643116,-169.1025748,1105.567951,-75.21742175,-183.377558,1104.379114,-50.34140384,-179.7910077,1104.925378,-51.85895817,-161.694839,868.4923446,-18.91285568,-162.4060884,872.9691468,-19.95905195,-134.7646926,709.7351077,-47.18958697,-76.09007902,876.7706861,9.578296178,87.42667824,875.8933194
-11.80418464,4.728914369,958.8696911,53.66704092,-15.78686092,1487.295763,90.99521965,-30.75552327,1208.886164,-37.33140626,16.54243393,1438.049531,-106.619021,-116.4424023,968.6745199,-11.76176683,156.7886915,967.1809025,63.10691584,-78.46527724,962.506219,97.90011718,21.75462203,961.9583671,-42.34232904,-171.7340627,1440.785638,79.65515007,164.1567811,1435.862073,-52.53049563,-171.0533205,1414.938574,71.16139292,169.5026739,1409.946626,-29.01630856,-169.0964207,1105.578003,-75.18375387,-183.3832631,1104.393951,-50.30862142,-179.7903476,1104.938707,-51.83594773,-161.7464912,868.5040886,-18.8893568,-162.4578852,872.9772717,-19.95351578,-134.7105438,709.7613245,-47.2215457,-76.09509883,876.7825085,9.546309123,87.42157892,875.8886449
-11.82074975,4.725109161,958.8706756,53.7404734,-15.76108075,1487.290389,91.02680821,-30.74808659,1208.871714,-37.26945313,16.54132273,1438.047723,-106.6312591,-116.4445668,968.6974139,-11.77435865,156.7865082,967.1781097,63.09355029,-78.46758485,962.497292,97.8866219,21.75230751,961.9400182,-42.23260938,-171.7362174,1440.799048,79.67964613,164.1850567,1435.840728,-52.42268598,-171.0600933,1414.952616,71.1827953,169.5267541,1409.92543,-28.99760433,-169.0923457,1105.588242,-75.16260613,-183.3874044,1104.408091,-50.28809216,-179.7900917,1104.952068,-51.81508303,-161.8150847,868.5153087,-18.86797681,-162.5263973,872.9847078,-19.95109354,-134.6842476,709.7850314,-47.25038061,-76.10012735,876.7934195,9.517262534,87.41653913,875.8841833
-11.83547051,4.720950706,958.8715,53.80565741,-15.73224479,1487.28572,91.0545525,-30.7394818,1208.859359,-37.21674274,16.53989271,1438.046265,-106.6409254,-116.4476736,968.7178972,-11.78649577,156.7841258,967.1747932,63.08260338,-78.46950974,962.4900199,97.87476868,21.75064833,961.9240165,-42.12675831,-171.738774,1440.815782,79.69067643,164.2163007,1435.817211,-52.31880542,-171.0679667,1414.969988,71.19053814,169.5531507,1409.901992,-28.98657894,-169.090303,1105.600182,-75.15047339,-183.3892049,1104.423277,-50.27625014,-179.7898564,1104.967081,-51.79356071,-161.9002658,868.5270506,-18.84603398,-162.6116737,872.9933336,-19.94463464,-134.6872699,709.8078147,-47.27473017,-76.10577187,876.8033034,9.491434272,87.41132814,875.8798242
-11.84890557,4.716561138,958.8721127,53.86265068,-15.7018942,1487.281943,91.07890085,-30.73036527,1208.848839,-37.17243527,16.53748891,1438.044483,-106.6486745,-116.4512204,968.7361332,-11.79785037,156.7817069,967.1712641,63.07353805,-78.47115143,962.48405,97.86438087,21.74942033,961.9100632,-42.02509238,-171.7423727,1440.833795,79.68998604,164.2491721,1435.793273,-52.21885787,-171.0773397,1414.98853,71.18670775,169.5807544,1409.878,-28.98547379,-169.0902445,1105.612346,-75.14950338,-183.3889476,1104.438331,-50.2752642,-179.7897453,1104.982374,-51.77578335,-162.0001466,868.5380512,-18.82790492,-162.7118055,873.001699,-19.9394572,-134.7176737,709.828215,-47.29541777,-76.11158552,876.8121891,9.468588928,87.40618946,875.8756844
-11.8606616,4.711861674,958.8725334,53.91180548,-15.66729569,1487.278967,91.09986507,-30.71927776,1208.840353,-37.1364321,16.53683721,1438.042757,-106.6533879,-116.4564463,968.7524879,-11.80970974,156.7788416,967.1668161,63.06714793,-78.47228019,962.4798127,97.85536964,21.74915744,961.8981956,-41.92869887,-171.7442184,1440.855778,79.67860142,164.2856139,1435.766414,-52.12416907,-171.0856628,1415.011019,71.17212151,169.6112506,1409.850969,-28.99070635,-169.0887681,1105.62663,-75.15602187,-183.383546,1104.455384,-50.28148166,-179.7865013,1104.999933,-51.75969851,-162.1103249,868.550126,-18.81157244,-162.8223407,873.0118886,-19.93225213,-134.7709879,709.8482942,-47.31155455,-76.11868861,876.8203453,9.448175617,87.4004991,875.8713912
-11.87043136,4.70663176,958.8727566,53.95121333,-15.62997194,1487.276886,91.11663446,-30.70662988,1208.834231,-37.11050091,16.53683468,1438.0412,-106.6552235,-116.4629122,968.7664546,-11.82119427,156.7756121,967.1614856,63.06344562,-78.47309327,962.4775263,97.84812815,21.74953147,961.8888311,-41.83878136,-171.7454647,1440.879145,79.65431074,164.3249104,1435.739408,-52.03581945,-171.0937534,1415.034831,71.14467671,169.6442658,1409.823709,-29.00184033,-169.0881856,1105.641475,-75.16934465,-183.3761091,1104.472869,-50.2942799,-179.7828021,1105.018134,-51.74610401,-162.2299683,868.5620728,-18.79778373,-162.9419341,873.0224089,-19.9256474,-134.8446337,709.8667701,-47.32276424,-76.12681577,876.8275329,9.43119146,87.39430881,875.8670302
-11.87821169,4.701365582,958.8727984,53.98181384,-15.59054428,1487.275609,91.12942825,-30.69325007,1208.830222,-37.09356847,16.53737426,1438.039813,-106.6547679,-116.4700299,968.7779442,-11.83184336,156.7722464,967.1557083,63.06197865,-78.47363752,962.4768552,97.84258803,21.75036341,961.8818266,-41.75608352,-171.7461476,1440.905326,79.61961134,164.3658012,1435.710722,-51.95464067,-171.1017425,1415.061428,71.10682773,169.6784278,1409.794676,-29.0176601,-169.0865334,1105.65752,-75.18790694,-183.3657882,1104.491312,-50.31218293,-179.7771981,1105.037563,-51.73339277,-162.3570014,868.5747222,-18.78488883,-163.0685551,873.0337671,-19.91955592,-134.9374555,709.8839998,-47.32966559,-76.13536465,876.8336473,9.417644443,87.38800529,875.8628111
-11.8837748,4.696322638,958.872706,54.00339447,-15.55120346,1487.27499,91.1381405,-30.67955486,1208.828273,-37.08563097,16.53761673,1438.038934,-106.6514465,-116.4779853,968.7863726,-11.84224342,156.7689685,967.150089,63.06316781,-78.47335124,962.477563,97.83874424,21.75236541,961.8773818,-41.68278394,-171.747067,1440.93356,79.57621966,164.4061005,1435.681192,-51.88288677,-171.110158,1415.090087,71.06026965,169.7118035,1409.764769,-29.03765294,-169.086007,1105.674106,-75.21092753,-183.3556386,1104.509984,-50.33447689,-179.77228,1105.057487,-51.72161737,-162.4914501,868.5877355,-18.77288637,-163.2018817,873.0452814,-19.91597243,-135.0493604,709.8992679,-47.33174836,-76.1439057,876.8383321,9.407350015,87.38226356,875.859089
-11.88783543,4.691844555,958.8724632,54.0188565,-15.51170873,1487.275023,91.14471768,-30.66476859,1208.827612,-37.08348358,16.53756601,1438.037845,-106.6443101,-116.4880823,968.7924849,-11.85516542,156.7657635,967.1450659,63.06738859,-78.47122319,962.4788996,97.83560768,21.7570214,961.8746339,-41.61597545,-171.7481898,1440.964532,79.527575,164.4456187,1435.649581,-51.81751546,-171.1191476,1415.121434,71.0085843,169.7440193,1409.732664,-29.05470778,-169.0848809,1105.691573,-75.23094136,-183.3450699,1104.529113,-50.35378583,-179.7668452,1105.078163,-51.70372209,-162.6293357,868.6015844,-18.7547217,-163.3384852,873.0573428,-19.90777166,-135.1762503,709.9130759,-47.32946329,-76.15274517,876.8418663,9.397631012,87.37754864,875.8559592
-11.89004602,4.687903156,958.8720319,54.02633916,-15.47242863,1487.275902,91.14807443,-30.65000646,1208.828611,-37.08879292,16.53696109,1438.036449,-106.6347726,-116.4988173,968.7959237,-11.86806814,156.7627634,967.1405042,63.07380093,-78.46820583,962.4811587,97.83378906,21.76287589,961.8739585,-41.55733422,-171.7497826,1440.997715,79.47201915,164.4841008,1435.616581,-51.76010068,-171.128921,1415.154902,70.95021593,169.7748775,1409.69903,-29.0694744,-169.0840929,1105.709652,-75.24835137,-183.3358075,1104.548272,-50.37057459,-179.7621938,1105.099201,-51.68047166,-162.7688255,868.6161989,-18.73114231,-163.4765896,873.0697444,-19.89633054,-135.3158064,709.9253131,-47.32327718,-76.16128816,876.8441049,9.390387668,87.37363465,875.8534099
-11.89076049,4.684474515,958.87148,54.02795872,-15.43398632,1487.277351,91.1492507,-30.63484845,1208.830793,-37.09944797,16.53588226,1438.034937,-106.6224261,-116.5108509,968.7971826,-11.88231914,156.7599206,967.1365302,63.08253436,-78.46385943,962.4839865,97.83276664,21.77059342,961.8748669,-41.50565587,-171.751759,1441.032319,79.41237589,164.5210729,1435.58278,-51.70951929,-171.1392055,1415.189741,70.88792958,169.8040824,1409.664515,-29.08090916,-169.083531,1105.728173,-75.26194308,-183.3282731,1104.567019,-50.38367254,-179.7584596,1105.120283,-51.64978103,-162.9079122,868.6312826,-18.70011532,-163.6149024,873.0824619,-19.87765847,-135.4663279,709.9360125,-47.31351095,-76.16977246,876.8452566,9.384236455,87.37065063,875.8514299
-11.89026613,4.681911381,958.8707912,54.02419103,-15.39778651,1487.279422,91.14858069,-30.62019932,1208.833877,-37.11457745,16.53341371,1438.032945,-106.607863,-116.52358,968.7961593,-11.89755114,156.7575083,967.1336973,63.09311296,-78.45815913,962.4869529,97.83241654,21.78007789,961.8771695,-41.46113876,-171.7550097,1441.068047,79.35035887,164.5549654,1435.548262,-51.66585242,-171.1508463,1415.225607,70.82358268,169.8301007,1409.629158,-29.0890167,-169.0841371,1105.746646,-75.27177487,-183.3232661,1104.585222,-50.39312203,-179.7565185,1105.141064,-51.61373841,-163.0460251,868.6462626,-18.66377831,-163.7532389,873.0952266,-19.85206162,-135.6252643,709.9453021,-47.30086112,-76.17749825,876.8451945,9.379055252,87.36909899,875.8502848
-11.88871116,4.679947004,958.869978,54.01572495,-15.36250095,1487.282064,91.14644508,-30.60516607,1208.837816,-37.13348421,16.53103088,1438.030502,-106.5909233,-116.5375427,968.7935277,-11.91427516,156.7552119,967.1313849,63.10559137,-78.45125427,962.4902635,97.83254725,21.79126192,961.8805973,-41.42319187,-171.7580643,1441.104564,79.28675025,164.5871946,1435.513319,-51.62851329,-171.1623172,1415.262169,70.75795581,169.8544037,1409.593268,-29.0937398,-169.0830911,1105.76545,-75.27779946,-183.3179064,1104.6029,-50.39887451,-179.7535222,1105.161715,-51.57107595,-163.177875,868.6612658,-18.62093857,-163.8864557,873.1086991,-19.81558918,-135.7841161,709.9544036,-47.28543584,-76.18523521,876.8443181,9.374334289,87.36834384,875.8495994
-11.8860599,4.678704423,958.8690947,54.00307646,-15.33007937,1487.285106,91.14291073,-30.59062785,1208.842403,-37.15595477,16.52657575,1438.027857,-106.5718261,-116.5522616,968.7888149,-11.93228309,156.7533667,967.1303134,63.1198057,-78.44290516,962.4935269,97.8331516,21.80433301,961.8851962,-41.39070504,-171.7631166,1441.141289,79.22105953,164.6161642,1435.478511,-51.59647397,-171.1757437,1415.298879,70.690454,169.8754716,1409.557451,-29.09292157,-169.087186,1105.784092,-75.27813084,-183.3181213,1104.619714,-50.39897431,-179.7558636,1105.181769,-51.52108568,-163.3078661,868.6756782,-18.57094458,-164.0187852,873.1227107,-19.76553789,-135.9448693,709.9635215,-47.2674414,-76.19217989,876.8423061,9.370122953,87.36910344,875.8497666
-11.88170398,4.678003006,958.8680989,53.98360255,-15.29926481,1487.28875,91.1364451,-30.57678861,1208.848355,-37.18440934,16.52191134,1438.025189,-106.5514682,-116.5668132,968.7818461,-11.94924805,156.7517743,967.1296373,63.13535001,-78.4342141,962.4975643,97.83500607,21.81777748,961.8915417,-41.36735343,-171.768277,1441.178404,79.15185473,164.6429637,1435.444039,-51.57339971,-171.1891689,1415.335917,70.61968634,169.8944502,1409.521908,-29.09022992,-169.0919766,1105.802973,-75.27652371,-183.3191758,1104.635959,-50.39715504,-179.7589641,1105.201576,-51.46688673,-163.4317739,868.6896635,-18.51695634,-164.1456339,873.1377861,-19.70360084,-136.1009144,709.9735179,-47.24666052,-76.19855312,876.8392005,9.368567783,87.37048578,875.8504269
-11.87628788,4.677612673,958.8669967,53.95907678,-15.26926662,1487.29293,91.12828287,-30.56239923,1208.855286,-37.21696514,16.51785593,1438.022246,-106.5290357,-116.5824433,968.7734841,-11.96716188,156.7501528,967.1290628,63.15261227,-78.42470521,962.502204,97.83746948,21.83242462,961.8990378,-41.35096206,-171.7727475,1441.214979,79.08079064,164.6686099,1435.410557,-51.55703185,-171.2017199,1415.372322,70.54738408,169.9124341,1409.487282,-29.08505856,-169.0961806,1105.821644,-75.27263113,-183.3189794,1104.651607,-50.39300154,-179.7611681,1105.220839,-51.41072994,-163.5460853,868.7028854,-18.46121145,-164.2632095,873.1535333,-19.63252973,-136.2478364,709.9841131,-47.22320568,-76.2052046,876.8354407,9.367877133,87.37221775,875.8513275
