Body center of mass-x,Body center of mass-y,Body center of mass-z,7th cervical vertebrae-x,7th cervical vertebrae-y,7th cervical vertebrae-z,10th thoracic vertebrae-x,10th thoracic vertebrae-y,10th thoracic vertebrae-z,Jugular notch-x,Jugular notch-y,Jugular notch-z,Anterior superior iliac spine LT-x,Anterior superior iliac spine LT-y,Anterior superior iliac spine LT-z,Anterior superior iliac spine RT-x,Anterior superior iliac spine RT-y,Anterior superior iliac spine RT-z,Posterior superior iliac spine LT-x,Posterior superior iliac spine LT-y,Posterior superior iliac spine LT-z,Posterior superior iliac spine RT-x,Posterior superior iliac spine RT-y,Posterior superior iliac spine RT-z,Acromion LT-x,Acromion LT-y,Acromion LT-z,Acromion RT-x,Acromion RT-y,Acromion RT-z,Shoulder LT-x,Shoulder LT-y,Shoulder LT-z,Shoulder RT-x,Shoulder RT-y,Shoulder RT-z,Medial humeral epicondyle LT-x,Medial humeral epicondyle LT-y,Medial humeral epicondyle LT-z,Lateral humeral epicondyle LT-x,Lateral humeral epicondyle LT-y,Lateral humeral epicondyle LT-z,Elbow LT-x,Elbow LT-y,Elbow LT-z,Radial styloid process LT-x,Radial styloid process LT-y,Radial styloid process LT-z,Ulnar styloid process LT-x,Ulnar styloid process LT-y,Ulnar styloid process LT-z,Hand tip LT-x,Hand tip LT-y,Hand tip LT-z,Hip LT-x,Hip LT-y,Hip LT-z,Hip RT-x,Hip RT-y,Hip RT-z
-15.53826416,10.66274075,962.7823683,26.32754083,-14.88670702,1489.173336,76.01156271,-38.8569186,1214.154185,-47.50709467,44.96877377,1437.049828,-116.0452877,-104.3294272,964.5692833,11.34445685,155.3372884,963.9289993,57.12156245,-87.27759907,967.6806763,103.8475305,7.966949124,967.4458231,-117.1033693,-129.8621579,1445.484203,113.1896144,143.1467593,1432.773652,-126.1966698,-126.6541513,1419.419794,107.2948276,150.1465565,1406.532707,-289.8380627,-87.79428737,1159.807561,-316.2184572,-77.89585279,1199.089168,-304.7789545,-86.23089897,1178.313153,-433.2037868,54.04047198,1045.298513,-442.2839156,30.56371852,1023.564057,-545.7636195,149.9152143,973.9892227,-47.12646256,-73.67794111,875.6266688,29.11064326,81.72105858,875.2434873
-15.52598,10.6746019,962.7742578,26.316706,-14.97605921,1489.171538,75.98776707,-38.93356861,1214.147892,-47.48567699,44.92465115,1437.054312,-116.1137452,-104.2423068,964.5534938,11.44530841,155.3413754,963.953522,57.06420752,-87.30390472,967.6665016,103.8522774,7.910187191,967.4464347,-117.1664236,-129.8744389,1445.451126,113.2584228,143.0262981,1432.807423,-126.2564252,-126.6571681,1419.386707,107.3687662,150.033857,1406.567397,-289.6680364,-87.7920698,1159.608054,-316.1014617,-77.92876161,1198.862838,-304.632263,-86.24656129,1178.096285,-432.9335698,54.03077953,1044.981139,-442.0169552,30.55657679,1023.245288,-545.3305159,149.996825,973.5378625,-47.17549357,-73.6216909,875.6153015,29.16293621,81.72761695,875.256245
-15.51625301,10.68497996,962.7665609,26.32011358,-15.06046612,1489.168991,75.97158472,-39.00370079,1214.139718,-47.45744617,44.87805319,1437.060089,-116.1770498,-104.1635001,964.5415823,11.53360116,155.3457112,963.9767318,57.010873,-87.32673739,967.6513143,103.854548,7.860038959,967.4441298,-117.2052248,-129.8959765,1445.421952,113.3242472,142.9191185,1432.837364,-126.2930209,-126.6704137,1419.357789,107.4382494,149.9337798,1406.598415,-289.4799099,-87.81204512,1159.406009,-315.9563231,-77.97778612,1198.639104,-304.4630675,-86.28128237,1177.880129,-432.6589508,54.00286941,1044.685995,-441.7498875,30.53368168,1022.947886,-544.8991052,150.0718407,973.1346316,-47.22391816,-73.56964971,875.6057139,29.20523587,81.73509065,875.267676
-15.50923639,10.69462339,962.7592549,26.33493157,-15.14446379,1489.165882,75.96265329,-39.06869863,1214.129599,-47.42406626,44.82526025,1437.066607,-116.2344945,-104.0929219,964.5322444,11.60875447,155.3510619,964.0001258,56.96219322,-87.3451668,967.634449,103.8545046,7.8176844,967.4392703,-117.2222939,-129.9303145,1445.39315,113.38591,142.8209128,1432.866792,-126.3084974,-126.6971374,1419.329376,107.5025982,149.8423014,1406.62904,-289.2777491,-87.85325273,1159.202419,-315.7876189,-78.04083343,1198.418386,-304.2757056,-86.33354738,1177.66544,-432.3822269,53.95665694,1044.408819,-441.4833291,30.49394454,1022.667973,-544.4707092,150.1347294,972.7663203,-47.27093202,-73.52053896,875.5970817,29.23757604,81.74516562,875.2786323
-15.50465489,10.70345531,962.7523874,26.36026544,-15.22480956,1489.162311,75.96072573,-39.1268115,1214.117998,-47.38614253,44.76968013,1437.073727,-116.2849738,-104.0320746,964.5258254,11.66965563,155.3570537,964.022686,56.91913936,-87.35917894,967.6166759,103.8523046,7.783551488,967.4321268,-117.2196511,-129.9734123,1445.366349,113.4436107,142.7337356,1432.894118,-126.3049486,-126.7334471,1419.303101,107.5619695,149.7613001,1406.657645,-289.0655115,-87.90593565,1159.003646,-315.6005373,-78.10763131,1198.206126,-304.0747096,-86.39336349,1177.458116,-432.1045273,53.89995326,1044.149586,-441.2172406,30.44473114,1022.405522,-544.0432671,150.191533,972.4254802,-47.31541126,-73.47586436,875.5897574,29.25975304,81.75701161,875.2886508
-15.50187799,10.7113186,962.7460886,26.39356699,-15.3002244,1489.158262,75.9644204,-39.17738062,1214.105581,-47.34603815,44.71310745,1437.081754,-116.3278936,-103.9812751,964.5217844,11.71684418,155.3634317,964.0439178,56.88229355,-87.36902847,967.598784,103.8485101,7.757408382,967.4235047,-117.2006405,-130.0230987,1445.341755,113.4955439,142.658473,1432.919342,-126.2857784,-126.7770743,1419.279206,107.6145197,149.6917414,1406.684259,-288.8505926,-87.96573373,1158.815407,-315.4040409,-78.17376113,1198.006994,-303.8682153,-86.45634309,1177.263282,-431.8291464,53.83713604,1043.908204,-440.9532608,30.39008223,1022.160112,-543.6160935,150.2448213,972.1033729,-47.35605219,-73.43625664,875.5836393,29.273038,81.77003507,875.2976573
-15.50107901,10.71867522,962.7404063,26.43466467,-15.37196875,1489.153795,75.97420532,-39.22035515,1214.092194,-47.30349516,44.65460276,1437.090501,-116.3622917,-103.9414423,964.5198582,11.74871979,155.3705732,964.0643416,56.85247045,-87.37392395,967.580431,103.8429959,7.740521913,967.4133496,-117.1658155,-130.0800041,1445.318999,113.5424244,142.5934678,1432.942767,-126.2514444,-126.828614,1419.25729,107.6610767,149.6319894,1406.709166,-288.6351808,-88.02944219,1158.641594,-315.2024127,-78.23719395,1197.82377,-303.6593514,-86.51987311,1177.084123,-431.5541586,53.77175358,1043.683739,-440.6887164,30.33345875,1021.93059,-543.1855412,150.2975024,971.7955524,-47.39226302,-73.4016451,875.5785143,29.27648904,81.78508236,875.3059079
-15.5023878,10.72557281,962.7352963,26.4827567,-15.43913443,1489.149132,75.98999622,-39.25559568,1214.077955,-47.25846468,44.59538966,1437.099345,-116.3882374,-103.9126139,964.5201821,11.76538101,155.3783806,964.0837437,56.82962218,-87.3740032,967.5617422,103.8357756,7.732732204,967.4016586,-117.1168235,-130.1421873,1445.298352,113.5852504,142.5383963,1432.963938,-126.203421,-126.8862302,1419.237551,107.7028483,149.5815838,1406.731825,-288.4238234,-88.09533192,1158.486969,-315.0031915,-78.29750118,1197.659518,-303.4540162,-86.58288327,1176.924354,-431.2774986,53.7054559,1043.472906,-440.4209843,30.27650433,1021.713443,-542.7506103,150.3498464,971.4985754,-47.42408706,-73.37223179,875.574481,29.27016334,81.80191545,875.313292
-15.50476401,10.73203027,962.7308238,26.53371512,-15.50141919,1489.144281,76.00981198,-39.28268541,1214.063715,-47.2142098,44.53713972,1437.108648,-116.404664,-103.8952027,964.521608,11.76731562,155.3867437,964.1019566,56.81474977,-87.36927838,967.5435486,103.827638,7.734138239,967.3896224,-117.0596682,-130.2069089,1445.279585,113.6222952,142.4924126,1432.983361,-126.1477016,-126.9469362,1419.219787,107.7381781,149.5398759,1406.752781,-288.2214365,-88.15764886,1158.35302,-314.8130066,-78.35052688,1197.51496,-303.257824,-86.64045979,1176.784963,-431.0039075,53.64131742,1043.273606,-440.1547657,30.22183743,1021.507048,-542.3198296,150.4016076,971.2117657,-47.44949471,-73.34844796,875.5711324,29.25574405,81.82028442,875.3199896
-15.50807922,10.73897574,962.7270735,26.58690195,-15.5626898,1489.139237,76.03331573,-39.30344781,1214.049229,-47.17121446,44.47635714,1437.118615,-116.4112872,-103.8885935,964.5227769,11.75446768,155.3964577,964.1206718,56.80811273,-87.35893675,967.5250323,103.8187178,7.745618697,967.377542,-116.9957763,-130.2772693,1445.263272,113.6536035,142.4511235,1433.000615,-126.0857849,-127.0138011,1419.2046,107.7670585,149.502486,1406.771628,-288.0309795,-88.21664053,1158.24253,-314.636827,-78.39815981,1197.391925,-303.0745558,-86.69372375,1176.668134,-430.7358262,53.57549682,1043.083505,-439.8927436,30.16494289,1021.309894,-541.9018206,150.4442448,970.9359868,-47.46805734,-73.32863525,875.5675818,29.2334562,81.84195522,875.3269398
-15.512223,10.74601723,962.7239643,26.64145081,-15.6208391,1489.134077,76.06009668,-39.31719164,1214.034817,-47.12944661,44.41597121,1437.128998,-116.4085719,-103.8926442,964.5242282,11.72771719,155.4069954,964.1389114,56.80932777,-87.34371573,967.50681,103.8091249,7.7661907,967.3654776,-116.9271576,-130.3495301,1445.248968,113.6803482,142.4156057,1433.016049,-126.0195397,-127.082995,1419.191509,107.7908481,149.4705455,1406.788688,-287.8530519,-88.2662583,1158.156175,-314.4768336,-78.43528147,1197.290239,-302.905463,-86.73713932,1176.574048,-430.4736087,53.5103966,1042.898482,-439.6349615,30.1078278,1021.118154,-541.5028697,150.4756767,970.6701307,-47.47999127,-73.31357954,875.5642468,29.20388832,81.86574148,875.3336518
-15.51621209,10.75320693,962.7214556,26.69200132,-15.67533688,1489.129082,76.08758941,-39.32423318,1214.02148,-47.09333173,44.35712716,1437.139468,-116.3961618,-103.9067398,964.5245048,11.68891441,155.4182265,964.1567093,56.81880242,-87.32399582,967.4896998,103.7998149,7.795200327,967.3547941,-116.8602756,-130.42171,1445.236779,113.6992429,142.385145,1433.029665,-125.9552687,-127.1525469,1419.18056,107.8064654,149.4432923,1406.803903,-287.6934826,-88.30398025,1158.093666,-314.3393562,-78.46033985,1197.209507,-302.7565049,-86.76872712,1176.502352,-430.2270494,53.44371194,1042.717857,-439.3909071,30.04822365,1020.930977,-541.1360986,150.4917797,970.4160418,-47.48359363,-73.30313538,875.5605567,29.16963729,81.89134254,875.3404474
-15.52022093,10.76071929,962.7195633,26.73993463,-15.72756014,1489.124131,76.11627155,-39.32530204,1214.008851,-47.06101322,44.2993651,1437.150287,-116.3745738,-103.9303762,964.5237252,11.63821262,155.4303083,964.1744468,56.83606554,-87.29973512,967.4732684,103.7905625,7.832562306,967.3451547,-116.7951626,-130.493519,1445.226851,113.7132037,142.3575251,1433.041363,-125.8930602,-127.222013,1419.171941,107.8168111,149.4186289,1406.817209,-287.551031,-88.33067374,1158.053968,-314.2231094,-78.47487277,1197.148881,-302.6263553,-86.78972232,1176.452104,-429.9988896,53.3719701,1042.54208,-439.1625112,29.98252303,1020.748616,-540.807046,150.4861772,970.1744056,-47.47961381,-73.29674089,875.5564751,29.13035489,81.91911281,875.3474475
-15.52451305,10.76899452,962.7183051,26.78595536,-15.77962479,1489.119217,76.14635688,-39.32174211,1213.99658,-47.03182733,44.24047209,1437.161397,-116.3446312,-103.9624443,964.5216363,11.57639614,155.4435366,964.1929085,56.86039411,-87.27092099,967.4569162,103.7812342,7.877990888,967.3363404,-116.7307584,-130.5673458,1445.218732,113.72267,142.3309175,1433.051537,-125.8318119,-127.2937649,1419.165183,107.8223585,149.394752,1406.829,-287.4247963,-88.34568367,1158.036553,-314.1267138,-78.47810221,1197.10812,-302.5138938,-86.79940749,1176.422949,-429.7898419,53.29596165,1042.372121,-438.950061,29.91127907,1020.572114,-540.518445,150.4573591,969.9460458,-47.46891382,-73.29325404,875.5517366,29.08614114,81.94970746,875.3550077
-15.52834502,10.77796376,962.7176605,26.82737526,-15.82948951,1489.114542,76.17589367,-39.31403278,1213.985369,-47.00802252,44.18267759,1437.172594,-116.307306,-104.0014446,964.5176658,11.50635774,155.4574807,964.2116599,56.89102979,-87.23863074,967.4413905,103.7724894,7.929700927,967.3291489,-116.6711206,-130.6401358,1445.214453,113.7264089,142.3058134,1433.05828,-125.7756432,-127.3649475,1419.162319,107.821852,149.3719177,1406.83731,-287.3186743,-88.34761193,1158.041163,-314.0530643,-78.46890051,1197.087703,-302.4225307,-86.79652342,1176.41503,-429.6075685,53.21683836,1042.212091,-438.7614057,29.83561297,1020.405696,-540.2760687,150.4075775,969.7335397,-47.45130858,-73.29250799,875.5462122,29.03949402,81.98213841,875.3630812
-15.53148037,10.78694319,962.7175145,26.86290352,-15.87436644,1489.110191,76.20422332,-39.30129883,1213.975678,-46.98966796,44.12995092,1437.183592,-116.2634209,-104.046974,964.5125807,11.42961781,155.4713641,964.2292987,56.92728563,-87.20400626,967.4275768,103.7645006,7.986117739,967.3236703,-116.6189462,-130.7069091,1445.212964,113.7258237,142.2838217,1433.062521,-125.7270339,-127.4303997,1419.162242,107.816969,149.351869,1406.843044,-287.2318259,-88.333753,1158.064178,-314.0000901,-78.4445351,1197.084842,-302.3508782,-86.77832659,1176.425176,-429.453499,53.13972173,1042.063147,-438.5980381,29.76021512,1020.251008,-540.0786507,150.3418794,969.5337495,-47.42720921,-73.2955381,875.5404959,28.99140471,82.01466421,875.3709643
-15.53431113,10.79645318,962.7178374,26.89361948,-15.91761539,1489.10616,76.23168815,-39.28576064,1213.966936,-46.97545081,44.07907542,1437.194219,-116.214568,-104.0970512,964.5061113,11.34773839,155.4855965,964.2469698,56.96777765,-87.16720197,967.4145427,103.7570406,8.046510525,967.3194909,-116.5728704,-130.7709493,1445.213125,113.7221964,142.2618269,1433.065257,-125.6844872,-127.493319,1419.163778,107.8091221,149.3315791,1406.84719,-287.1623748,-88.30812228,1158.102658,-313.9649813,-78.40909175,1197.097252,-302.2966786,-86.74881798,1176.450758,-429.325604,53.06507046,1041.92716,-438.4580373,29.68566755,1020.10984,-539.9187793,150.2637732,969.344388,-47.39824496,-73.30051819,875.5342396,28.94213143,82.04817062,875.3791549
-15.5361523,10.8062079,962.7186687,26.9160429,-15.95781095,1489.102596,76.25638768,-39.26731453,1213.959942,-46.96865698,44.03150195,1437.204373,-116.1608887,-104.1510235,964.4975636,11.26260737,155.4998159,964.2642067,57.01246091,-87.12891315,967.4031361,103.7508089,8.109811703,967.3175419,-116.5363928,-130.8307213,1445.214855,113.712361,142.2410977,1433.066669,-125.6514349,-127.5521887,1419.166821,107.7952182,149.3122944,1406.84991,-287.1155416,-88.27124621,1158.156592,-313.9519081,-78.36293161,1197.1256,-302.264703,-86.70840966,1176.492126,-429.2298141,52.99504704,1041.808303,-438.347748,29.61426362,1019.986398,-539.7958825,150.1794634,969.1651284,-47.36349657,-73.30766191,875.527273,28.89380802,82.08183654,875.3876193
-15.5369058,10.81598615,962.7199487,26.9300814,-15.99505216,1489.099482,76.27754307,-39.24735347,1213.954724,-46.96894355,43.98768488,1437.214055,-116.1047027,-104.2063897,964.487078,11.17765984,155.5136862,964.2808294,57.05938777,-87.09047859,967.3934454,103.7459686,8.173641917,967.3177944,-116.5102529,-130.8853613,1445.217732,113.697269,142.2211121,1433.067159,-125.6285623,-127.6060391,1419.17094,107.7762863,149.2935797,1406.85161,-287.0920363,-88.22599403,1158.223464,-313.9608134,-78.30842641,1197.167777,-302.2553501,-86.65969654,1176.547,-429.1662201,52.92862378,1041.706206,-438.2680353,29.54532711,1019.880265,-539.7042156,150.0929367,968.99345,-47.32461866,-73.31609458,875.5196882,28.84822377,82.11483888,875.3962577
-15.53698816,10.82579425,962.7216428,26.9380338,-16.029592,1489.096788,76.29588639,-39.22673079,1213.950817,-46.97395018,43.94740219,1437.223183,-116.0473991,-104.2620114,964.4752531,11.09386734,155.5271853,964.2969377,57.10734103,-87.05233992,967.3850265,103.7421685,8.237133786,967.3196212,-116.4926346,-130.9348367,1445.222551,113.6795883,142.2011141,1433.065842,-125.6141084,-127.6549127,1419.176943,107.7549509,149.274593,1406.851391,-287.0901935,-88.17696928,1158.301818,-313.9890039,-78.25000758,1197.222999,-302.2665051,-86.60717301,1176.614291,-429.1345898,52.86300882,1041.623552,-438.2188573,29.47634579,1019.793908,-539.638314,150.0050077,968.8289367,-47.28326466,-73.32520513,875.5116957,28.80513803,82.14709408,875.4049818
-15.53628526,10.8354985,962.7235927,26.93801918,-16.06224103,1489.094681,76.31072532,-39.20613233,1213.94841,-46.9851579,43.90978271,1437.23128,-115.989535,-104.3169917,964.4616919,11.01249776,155.5403185,964.3127313,57.15587808,-87.01481995,967.3779209,103.7396353,8.299637458,967.3232828,-116.4845842,-130.9802534,1445.227519,113.6575911,142.1807276,1433.064338,-125.6088381,-127.6998622,1419.182944,107.7297563,149.2550213,1406.85083,-287.1083243,-88.12956832,1158.385891,-314.0332541,-78.19232953,1197.286383,-302.2958309,-86.55582573,1176.688741,-429.1338863,52.79610129,1041.558823,-438.2001753,29.40501535,1019.726443,-539.5960342,149.914913,968.6702269,-47.23955801,-73.33447823,875.5030991,28.7655195,82.17858386,875.4139527
-15.53513265,10.84483626,962.7258566,26.93468947,-16.0921868,1489.092801,76.32307414,-39.18624072,1213.946879,-46.9985765,43.87579526,1437.239108,-115.9335042,-104.3695919,964.4477251,10.93550434,155.552705,964.3276783,57.20292388,-86.97906817,967.3718582,103.7378884,8.359226067,967.3278257,-116.4822502,-131.0205505,1445.234241,113.6353512,142.1606926,1433.061184,-125.6092707,-127.7397891,1419.190682,107.7044085,149.2356379,1406.848555,-287.1418075,-88.08452988,1158.474597,-314.088317,-78.13635045,1197.357346,-302.3384525,-86.5064637,1176.769488,-429.1587262,52.73099686,1041.514301,-438.2077085,29.33440271,1019.680644,-539.5719422,149.827341,968.5217071,-47.19616987,-73.34357045,875.4945262,28.72929857,82.2083833,875.4226836
-15.53377227,10.85340993,962.7282721,26.92814496,-16.12079858,1489.091127,76.33280666,-39.1682942,1213.946041,-47.01389949,43.84418378,1437.246483,-115.8811217,-104.4179389,964.4335468,10.86514629,155.5642438,964.3418861,57.24695043,-86.94592366,967.3666231,103.7368943,8.414336409,967.3330024,-116.4844911,-131.0574257,1445.24015,113.6127034,142.1406343,1433.058754,-125.6140207,-127.7761879,1419.19753,107.6789682,149.2162896,1406.846948,-287.1872702,-88.04909875,1158.561495,-314.1499665,-78.08883986,1197.429929,-302.3906277,-86.46608204,1176.850381,-429.2058803,52.66151899,1041.485032,-438.2398785,29.25804447,1019.652544,-539.5650344,149.7366388,968.3825336,-47.15464323,-73.35160566,875.4860296,28.69737041,82.23618709,875.4311748
-15.53213779,10.86144715,962.7306504,26.9175021,-16.14812202,1489.089899,76.33929055,-39.15346229,1213.945975,-47.03205582,43.81410479,1437.252786,-115.8336534,-104.4604321,964.4188568,10.80348186,155.574935,964.3556418,57.28692213,-86.91599886,967.3621179,103.7368366,8.463769002,967.338931,-116.4913789,-131.0920151,1445.245688,113.5882361,142.1205002,1433.056448,-125.6230448,-127.8104517,1419.203858,107.6521205,149.1966819,1406.845323,-287.2412927,-88.0216136,1158.642609,-314.214031,-78.0478474,1197.50061,-302.4485508,-86.43290935,1176.927758,-429.2754844,52.58598279,1041.468075,-438.2980562,29.17432673,1019.639633,-539.5801737,149.6410643,968.256848,-47.11575376,-73.35769992,875.477432,28.67094882,82.26192132,875.4396007
-15.53070961,10.8685655,962.7330169,26.90603539,-16.17452822,1489.088853,76.34346477,-39.14229975,1213.946141,-47.05047294,43.78500491,1437.25854,-115.7924356,-104.4961355,964.4044223,10.75127996,155.5847115,964.3688924,57.32167593,-86.88975299,967.3579453,103.7373245,8.506696685,967.3449131,-116.4993581,-131.1252711,1445.251193,113.5639722,142.1006018,1433.05399,-125.6329982,-127.8434768,1419.210085,107.6256561,149.1771999,1406.843476,-287.3020422,-88.00858442,1158.717144,-314.2782923,-78.01922807,1197.568702,-302.5101872,-86.4131636,1177.000971,-429.3680228,52.49416957,1041.461649,-438.3830554,29.07305981,1019.640235,-539.6213379,149.5293889,968.1467817,-47.08118002,-73.36145791,875.4690417,28.64961498,82.28538103,875.4477786
-15.53020785,10.87431981,962.7352725,26.89704566,-16.19919083,1489.087858,76.34646777,-39.135186,1213.946003,-47.06589826,43.75770392,1437.263676,-115.7597757,-104.5235594,964.3917634,10.71024597,155.593133,964.3809224,57.34921568,-86.86834857,967.3538985,103.7378337,8.541249044,967.349922,-116.5046547,-131.156624,1445.255661,113.5428706,142.0822754,1433.052163,-125.6400479,-127.8746097,1419.215195,107.6025818,149.1592744,1406.842204,-287.3637823,-88.00729531,1158.78245,-314.3369736,-78.00053454,1197.631653,-302.5697285,-86.40429723,1177.067443,-429.4807369,52.38569404,1041.463384,-438.4920656,28.95395067,1019.651858,-539.6884667,149.4002169,968.0526511,-47.053595,-73.36279677,875.4615979,28.63309749,82.30549406,875.4551101
-15.5302305,10.87918803,962.7374318,26.88960915,-16.22559532,1489.086778,76.34760632,-39.13364206,1213.945494,-47.07998861,43.72840001,1437.268739,-115.7355183,-104.5419554,964.3795272,10.68086023,155.6008116,964.3930995,57.36971784,-86.85127148,967.3494664,103.7386598,8.567890172,967.3544447,-116.5072793,-131.1905748,1445.258631,113.5223502,142.0632351,1433.051656,-125.6443245,-127.9082511,1419.218784,107.580161,149.1407507,1406.842267,-287.4250141,-88.02188515,1158.835958,-314.3887552,-77.99617312,1197.686834,-302.6257449,-86.41058618,1177.124557,-429.6130956,52.25607088,1041.471268,-438.6234371,28.81271438,1019.671816,-539.7806761,149.2481799,967.9707096,-47.03244373,-73.36029349,875.4542877,28.62214572,82.32360184,875.4624101
-15.53162418,10.8827281,962.7394278,26.88907729,-16.25160702,1489.085391,76.34895045,-39.1371549,1213.943859,-47.08774002,43.69911204,1437.273869,-115.7215079,-104.550815,964.3699145,10.66345071,155.6072163,964.4043149,57.38153354,-86.83943486,967.3444189,103.7389508,8.585325652,967.3570368,-116.5019392,-131.2252013,1445.260631,113.5072538,142.0457271,1433.051776,-125.6406715,-127.942497,1419.221424,107.5630936,149.1238611,1406.843001,-287.4785269,-88.04849611,1158.877456,-314.4269703,-78.00266547,1197.73375,-302.6712909,-86.42834236,1177.171892,-429.7568897,52.11103737,1041.485348,-438.7669727,28.65531591,1019.699095,-539.8869759,149.0779997,967.895475,-47.02049848,-73.35456308,875.4481967,28.61528754,82.33846722,875.4687838
-15.53419484,10.88529406,962.7412804,26.8956597,-16.27707091,1489.083736,76.35022449,-39.14624061,1213.941104,-47.08938997,43.66944273,1437.279103,-115.7180503,-104.5496088,964.3626388,10.65863993,155.6124362,964.4148427,57.38442261,-86.83292805,967.338662,103.738807,8.593304649,967.3578102,-116.4884864,-131.2609695,1445.263532,113.4971288,142.0296269,1433.05075,-125.6291148,-127.9780374,1419.225019,107.5507451,149.1082617,1406.842615,-287.5247025,-88.08536936,1158.909267,-314.4531583,-78.01929139,1197.774177,-302.7072846,-86.45630166,1177.211362,-429.9104195,51.95479331,1041.508075,-438.9187431,28.48661689,1019.734511,-540.0005171,148.8950266,967.823215,-47.01786671,-73.34516884,875.4431559,28.61297104,82.35026346,875.4743976
-15.53805399,10.88672387,962.7430143,26.91117527,-16.3021565,1489.081576,76.35232416,-39.16020808,1213.936959,-47.08387132,43.63893863,1437.284951,-115.724638,-104.5392243,964.3581691,10.6650693,155.6164938,964.4245279,57.37877686,-86.83139307,967.3320693,103.7379359,8.592518973,967.3564094,-116.4641782,-131.299049,1445.2667,113.4921004,142.0160258,1433.049289,-125.6070367,-128.0159205,1419.228995,107.5430791,149.095197,1406.841898,-287.5591455,-88.13316359,1158.93079,-314.4642849,-78.04808756,1197.806921,-302.72999,-86.49575619,1177.241872,-430.0646454,51.79238192,1041.539336,-439.0681118,28.31217399,1019.776737,-540.108076,148.705483,967.7491521,-47.02456174,-73.33257299,875.4393795,28.61406618,82.35907297,875.4790922
-15.54346295,10.88705199,962.7446413,26.93728429,-16.32725976,1489.078816,76.35592993,-39.17933077,1213.931083,-47.06939607,43.6075193,1437.291504,-115.7418975,-104.5193087,964.3570042,10.68285836,155.6193763,964.433363,57.36403182,-86.83497467,967.3243572,103.7360465,8.582689734,967.3523653,-116.4277194,-131.339337,1445.26993,113.494233,142.0043926,1433.047547,-125.5731551,-128.0559649,1419.233161,107.5421578,149.0842053,1406.841022,-287.5803288,-88.19178177,1158.942753,-314.460941,-78.09130134,1197.831849,-302.7388326,-86.54774913,1177.263459,-430.2137242,51.62768293,1041.579716,-439.2080973,28.13694134,1019.824726,-540.1998376,148.5169377,967.6728542,-47.04152406,-73.31659599,875.4370619,28.61807884,82.36485646,875.4827593
-15.55089405,10.88662506,962.7461555,26.97694013,-16.35389704,1489.075315,76.36275818,-39.20346186,1213.922796,-47.04389385,43.57285984,1437.298949,-115.7689576,-104.4910302,964.3594527,10.70946998,155.6215622,964.4420102,57.3408415,-86.84258956,967.3147172,103.7325427,8.565504162,967.3449989,-116.3750107,-131.3849545,1445.27355,113.5044552,141.9942384,1433.045164,-125.523508,-128.1013775,1419.237882,107.5487282,149.0747487,1406.839658,-287.583422,-88.26367984,1158.946235,-314.4409458,-78.1533833,1197.848731,-302.7302018,-86.61569972,1177.276281,-430.3455466,51.46213978,1041.626903,-439.3260105,27.96334071,1019.874869,-540.2603051,148.3348004,967.5922453,-47.06890911,-73.29708508,875.4361833,28.62281398,82.36875205,875.4855903
-15.5601055,10.8860328,962.7476051,27.02905555,-16.38395156,1489.071108,76.37238777,-39.23334435,1213.912122,-47.00877708,43.53265549,1437.307302,-115.805314,-104.4542955,964.3645934,10.7447055,155.6234721,964.4513563,57.30964546,-86.85369689,967.302846,103.7276063,8.541623276,967.3346702,-116.3064435,-131.4386115,1445.277495,113.520778,141.9841978,1433.04226,-125.4584943,-128.1549151,1419.243091,107.560772,149.0654331,1406.837923,-287.569782,-88.34742775,1158.943488,-314.4079283,-78.23447236,1197.858664,-302.7065157,-86.69892629,1177.281784,-430.4540271,51.30108577,1041.679779,-439.4159309,27.79763896,1019.925111,-540.2790186,148.1698109,967.5068838,-47.10603032,-73.27327286,875.4362011,28.62853736,82.37172319,875.4881248
-15.57116017,10.88537792,962.7490968,27.09652375,-16.41639176,1489.065985,76.38612258,-39.26776562,1213.898719,-46.96193408,43.48765208,1437.317145,-115.8496861,-104.4109048,964.3730016,10.78591078,155.6252042,964.4612286,57.27146017,-86.8674801,967.2885738,103.7208104,8.512559889,967.3209351,-116.2197686,-131.4995225,1445.284322,113.5452358,141.9750073,1433.036479,-125.3762558,-128.2159329,1419.251465,107.5799292,149.0568543,1406.833513,-287.5364817,-88.44283343,1158.936799,-314.3604688,-78.33648471,1197.863452,-302.6655128,-86.79826757,1177.281803,-430.5324184,51.14775208,1041.740913,-439.4723751,27.64395343,1019.977596,-540.2482971,148.0305909,967.4251094,-47.15245581,-73.2459925,875.4373759,28.63332611,82.37407273,875.4901759
-15.5841219,10.88457525,962.7507501,27.1808307,-16.45223924,1489.05964,76.40470625,-39.30623237,1213.882318,-46.90214996,43.43737915,1437.329207,-115.9012649,-104.3618645,964.3848607,10.8314854,155.6269096,964.4717235,57.22692808,-86.88334819,967.2717053,103.7119137,8.479329556,967.3035662,-116.1138237,-131.5681921,1445.293443,113.5790698,141.9661438,1433.02857,-125.2757836,-128.2846738,1419.262502,107.607289,149.0487501,1406.827284,-287.4819162,-88.55126594,1158.92595,-314.2975845,-78.46196203,1197.862754,-302.6058372,-86.91568154,1177.27597,-430.5780485,51.0012635,1041.809981,-439.4943309,27.50141326,1020.032694,-540.168113,147.9176576,967.3524269,-47.20786892,-73.21554353,875.439761,28.63605499,82.37619384,875.4917445
