CentreOfMass,CentreOfMass,CentreOfMass,LFHD,LFHD,LFHD,RFHD,RFHD,RFHD,LBHD,LBHD,LBHD,RBHD,RBHD,RBHD,C7,C7,C7,T10,T10,T10,CLAV,CLAV,CLAV,STRN,STRN,STRN,RBAK,RBAK,RBAK,LSHO,LSHO,LSHO,LUPA,LUPA,LUPA,LELB,LELB,LELB,LFRM,LFRM,LFRM,LWRA,LWRA,LWRA,LWRB,LWRB,LWRB,LFIN,LFIN,LFIN,RSHO,RSHO,RSHO,RUPA,RUPA,RUPA,RELB,RELB,RELB,RFRM,RFRM,RFRM,RWRA,RWRA,RWRA,RWRB,RWRB,RWRB,RFIN,RFIN,RFIN,LASI,LASI,LASI,RASI,RASI,RASI,LPSI,LPSI,LPSI,RPSI,RPSI,RPSI,LTHI,LTHI,LTHI,LKNE,LKNE,LKNE,LTIB,LTIB,LTIB,LANK,LANK,LANK,LHEE,LHEE,LHEE,LTOE,LTOE,LTOE,RTHI,RTHI,RTHI,RKNE,RKNE,RKNE,RTIB,RTIB,RTIB,RANK,RANK,RANK,RHEE,RHEE,RHEE,RTOE,RTOE,RTOE
X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm),X (mm),Y (mm),Z (mm)
-200.135,500.663,1057.38,-254.275864,467.833832,1687.03833,-225.111649,579.643555,1695.306519,-90.018761,437.253845,1770.697266,-68.92717,553.414917,1769.814453,-265.601929,512.873108,1575.22876,-332.242859,500.148895,1376.230835,-113.144905,494.543884,1484.353516,-80.872063,492.643219,1313.708496,-315.738495,631.012573,1471.515625,-186.739319,327.427551,1552.142944,-204.667969,216.336441,1453.005981,-271.932678,101.699348,1294.476196,-218.394119,147.091202,1223.134644,-210.084778,189.880371,1027.82959,-209.763504,255.513901,1074.310791,-153.296692,263.582184,995.133545,-171.869476,668.403076,1535.449097,-222.88446,814.264648,1401.057739,-262.044281,899.104065,1295.555176,-211.001343,837.916565,1185.888916,-190.424164,807.374268,1059.70752,-212.216156,743.153564,1096.496094,-143.96579,731.14447,1033.541626,-104.190712,377.927094,1032.718262,-104.804832,609.345581,1027.876709,-296.565277,445.754639,1092.983276,-303.941254,560.441833,1096.410889,-244.09581,312.831146,687.477356,-255.522308,316.43399,522.962402,-296.894501,286.702637,338.443451,-325.18689,278.715576,109.869728,-381.035614,334.834198,69.707092,-154.675232,270.021606,59.265968,-220.03801,708.094849,756.839905,-227.190857,701.999451,534.058838,-267.090942,730.593689,404.048004,-306.526642,727.341309,111.892059,-368.27597,672.230835,69.262352,-143.263489,731.555603,59.915363
-200.066,500.638,1057.4,-254.170868,467.92865,1687.060547,-225.03743,579.760559,1695.27002,-89.848991,437.41214,1770.741089,-68.866379,553.546509,1769.789429,-265.514374,512.941956,1575.2146,-332.16095,500.182159,1376.221802,-113.034973,494.561646,1484.373169,-80.80571,492.615997,1313.728027,-315.641083,631.071594,1471.495239,-186.721817,327.479401,1552.21106,-204.674957,216.364304,1453.081543,-271.966675,101.727707,1294.541504,-218.350632,147.093323,1223.235229,-209.880768,189.79924,1027.927612,-209.692322,255.494827,1074.394409,-153.16658,263.554901,995.208862,-171.740356,668.442627,1535.426147,-222.690353,814.294922,1401.015747,-261.859985,899.120544,1295.484619,-210.806351,837.891602,1185.859863,-190.215134,807.322754,1059.679199,-211.991928,743.067566,1096.483154,-143.780655,731.072266,1033.520508,-104.046127,377.839844,1032.760132,-104.69603,609.281067,1027.871094,-296.485504,445.714996,1092.982056,-303.845032,560.41626,1096.414307,-244.012878,312.781586,687.460571,-255.455734,316.397797,522.965515,-296.856445,286.662964,338.439301,-325.180023,278.721954,109.874863,-381.0159,334.864014,69.724854,-154.659653,270.020386,59.258354,-219.970123,708.05011,756.838867,-227.326157,701.971924,534.087158,-267.026093,730.55896,404.050873,-306.520966,727.336487,111.903336,-368.27002,672.226746,69.273201,-143.25148,731.555786,59.915012
-200.001,500.615,1057.41,-254.068695,468.018036,1687.081299,-224.971359,579.871643,1695.232056,-89.657959,437.575989,1770.789795,-68.815811,553.679993,1769.76416,-265.432709,513.006104,1575.19873,-332.084808,500.212311,1376.212158,-112.919853,494.576691,1484.396118,-80.742722,492.587738,1313.751709,-315.546112,631.129395,1471.478027,-186.704346,327.525787,1552.279175,-204.681717,216.382462,1453.155884,-272.001221,101.755722,1294.604858,-218.309631,147.09549,1223.32959,-209.696335,189.726349,1028.017212,-209.628143,255.477158,1074.470703,-153.046722,263.522858,995.275024,-171.617508,668.479614,1535.406982,-222.505539,814.324158,1400.978516,-261.685089,899.135193,1295.419312,-210.618668,837.866516,1185.83728,-190.001144,807.273499,1059.660889,-211.762604,742.973999,1096.475098,-143.606796,731.002014,1033.498047,-103.910492,377.760071,1032.797485,-104.595848,609.216614,1027.859985,-296.412018,445.673584,1092.979248,-303.748596,560.388428,1096.415405,-243.939926,312.734558,687.445862,-255.396637,316.365784,522.968933,-296.822937,286.625946,338.435364,-325.174561,278.723297,109.878967,-381.000092,334.887085,69.737839,-154.645905,270.019196,59.250168,-219.918716,708.008667,756.839294,-227.478241,701.948181,534.115906,-266.975037,730.52356,404.055603,-306.514984,727.331177,111.912094,-368.263977,672.222778,69.281898,-143.241165,731.556885,59.914856
-199.941,500.591,1057.43,-253.97197,468.102661,1687.100586,-224.913284,579.976562,1695.193359,-89.453148,437.74176,1770.842041,-68.774734,553.813782,1769.739136,-265.357605,513.065918,1575.181519,-332.014618,500.240082,1376.201782,-112.801277,494.588898,1484.421997,-80.682175,492.558838,1313.780396,-315.453217,631.186279,1471.463501,-186.687332,327.566833,1552.346802,-204.688965,216.392822,1453.228882,-272.034729,101.782684,1294.667847,-218.272217,147.097717,1223.417725,-209.531754,189.662048,1028.098999,-209.569443,255.459778,1074.541382,-152.937378,263.485748,995.33374,-171.501312,668.514709,1535.391846,-222.332001,814.351379,1400.944336,-261.52121,899.146973,1295.357544,-210.439056,837.840759,1185.818726,-189.782745,807.225586,1059.651367,-211.527069,742.87262,1096.470703,-143.443863,730.932373,1033.473633,-103.784782,377.687012,1032.830566,-104.505585,609.153442,1027.841919,-296.344421,445.631104,1092.975098,-303.652649,560.358948,1096.414062,-243.878906,312.69104,687.434143,-255.345291,316.337219,522.972839,-296.793854,286.592072,338.431702,-325.170319,278.719452,109.882057,-380.988403,334.902893,69.746246,-154.634338,270.018127,59.241699,-219.883148,707.970215,756.841248,-227.642303,701.929504,534.144958,-266.935516,730.487793,404.06134,-306.50766,727.325317,111.918098,-368.257843,672.219482,69.288681,-143.233444,731.55896,59.914986
-199.884,500.569,1057.45,-253.883041,468.183105,1687.118286,-224.863037,580.074768,1695.155151,-89.244484,437.905487,1770.89624,-68.742447,553.946045,1769.714233,-265.289734,513.122192,1575.162842,-331.9505,500.266083,1376.190308,-112.681221,494.598358,1484.450317,-80.623154,492.529633,1313.814819,-315.361908,631.242615,1471.451416,-186.671112,327.602753,1552.41394,-204.696976,216.397369,1453.300537,-272.065613,101.807884,1294.730957,-218.239441,147.100143,1223.500977,-209.386429,189.606323,1028.174194,-209.514938,255.441727,1074.607788,-152.838867,263.44397,995.387085,-171.392044,668.548279,1535.380615,-222.171143,814.376099,1400.912109,-261.369446,899.155518,1295.297607,-210.268234,837.81366,1185.802612,-189.561844,807.177979,1059.648438,-211.284225,742.763306,1096.46875,-143.291321,730.862061,1033.445923,-103.670288,377.619568,1032.859863,-104.424988,609.092407,1027.818726,-296.282318,445.588409,1092.970581,-303.557861,560.328369,1096.410767,-243.830811,312.651611,687.426025,-255.301743,316.311493,522.976624,-296.768921,286.561584,338.428497,-325.166962,278.711121,109.884163,-380.980377,334.911865,69.750763,-154.624939,270.017212,59.233276,-219.862381,707.934814,756.844727,-227.811356,701.917175,534.173767,-266.905121,730.452271,404.067566,-306.498718,727.318848,111.921394,-368.251526,672.216858,69.293617,-143.228699,731.561768,59.915451
-199.831,500.547,1057.47,-253.804153,468.259827,1687.134766,-224.820374,580.16626,1695.117554,-89.043907,438.063232,1770.949585,-68.718269,554.075256,1769.689819,-265.229675,513.175598,1575.143188,-331.892517,500.290741,1376.177856,-112.561722,494.605164,1484.481323,-80.564796,492.500488,1313.855469,-315.271973,631.298645,1471.441406,-186.65593,327.63385,1552.47998,-204.705673,216.398102,1453.370972,-272.091888,101.830612,1294.795288,-218.211945,147.10289,1223.579468,-209.259171,189.558731,1028.24353,-209.463593,255.422241,1074.671387,-152.751511,263.398285,995.436707,-171.289795,668.580627,1535.372925,-222.023758,814.398132,1400.881104,-261.230316,899.160767,1295.238647,-210.106949,837.785156,1185.786987,-189.341248,807.129944,1059.649902,-211.033493,742.646423,1096.468628,-143.148468,730.790466,1033.415283,-103.56852,377.556824,1032.885376,-104.352562,609.033447,1027.792725,-296.225372,445.546112,1092.96582,-303.46521,560.29718,1096.405151,-243.795517,312.616455,687.421936,-255.265808,316.287842,522.980408,-296.747955,286.534546,338.425659,-325.164368,278.699585,109.885361,-380.975372,334.915283,69.752281,-154.617462,270.016479,59.225117,-219.855011,707.902283,756.84967,-227.977264,701.911011,534.201477,-266.881622,730.41748,404.073669,-306.488159,727.311707,111.92231,-368.244995,672.214722,69.29673,-143.226715,731.564941,59.916183
-199.779,500.527,1057.49,-253.737091,468.333282,1687.150269,-224.78511,580.250793,1695.081787,-88.864136,438.211365,1770.999634,-68.701576,554.19989,1769.666138,-265.177979,513.226685,1575.122559,-331.840637,500.314819,1376.164307,-112.44471,494.609619,1484.514526,-80.50634,492.471863,1313.90271,-315.183228,631.354797,1471.43335,-186.641998,327.660645,1552.544678,-204.714722,216.39682,1453.439697,-272.11203,101.850212,1294.861572,-218.190125,147.106079,1223.653931,-209.148285,189.518646,1028.308228,-209.414597,255.400681,1074.733765,-152.675415,263.349945,995.484375,-171.194595,668.612366,1535.368896,-221.890091,814.417358,1400.850464,-261.103943,899.162964,1295.17981,-209.955887,837.755493,1185.770996,-189.124283,807.080994,1059.654297,-210.774857,742.522461,1096.469971,-143.014572,730.717041,1033.38208,-103.481064,377.498047,1032.90686,-104.285919,608.975952,1027.767822,-296.173248,445.505066,1092.961304,-303.375549,560.265991,1096.397827,-243.77153,312.585358,687.42157,-255.236984,316.265717,522.983521,-296.730347,286.510986,338.423248,-325.162292,278.686462,109.885719,-380.972198,334.914886,69.751671,-154.611526,270.016235,59.217144,-219.859329,707.872437,756.855957,-228.131638,701.910583,534.22699,-266.862793,730.384277,404.079193,-306.476288,727.30426,111.92144,-368.238464,672.213074,69.298088,-143.226883,731.567932,59.917061
-199.729,500.509,1057.5,-253.683243,468.403748,1687.164917,-224.757004,580.328552,1695.04834,-88.716873,438.346802,1771.044189,-68.691742,554.318604,1769.643921,-265.135101,513.276245,1575.101196,-331.794769,500.338745,1376.150024,-112.331841,494.612213,1484.549561,-80.447174,492.444183,1313.957275,-315.095612,631.41156,1471.427002,-186.629395,327.683655,1552.608398,-204.723587,216.395065,1453.507202,-272.124603,101.866074,1294.930176,-218.173904,147.109863,1223.724243,-209.051605,189.485153,1028.369141,-209.367233,255.376724,1074.795166,-152.610535,263.300354,995.530884,-171.106293,668.643738,1535.368164,-221.769867,814.434021,1400.82019,-260.989929,899.162659,1295.121338,-209.815521,837.724976,1185.753784,-188.91452,807.030884,1059.660156,-210.509109,742.392822,1096.473145,-142.888855,730.641785,1033.346924,-103.409386,377.442657,1032.923706,-104.22226,608.918762,1027.747437,-296.125763,445.46579,1092.957397,-303.289642,560.235291,1096.388794,-243.75621,312.557404,687.424255,-255.214417,316.244476,522.985779,-296.715668,286.49054,338.421234,-325.1604,278.673431,109.885384,-380.969635,334.91272,69.749512,-154.60701,270.016693,59.209026,-219.873459,707.845215,756.863586,-228.266785,701.914062,534.249023,-266.846741,730.35321,404.083954,-306.463531,727.296753,111.919525,-368.232117,672.211548,69.298035,-143.22821,731.570618,59.918041
-199.679,500.493,1057.52,-253.643448,468.471558,1687.178833,-224.735855,580.399475,1695.017578,-88.611168,438.467377,1771.080811,-68.688263,554.43042,1769.622681,-265.10141,513.324585,1575.079224,-331.754791,500.363037,1376.134644,-112.224426,494.613495,1484.58606,-80.386909,492.417847,1314.018677,-315.009338,631.469055,1471.422119,-186.618179,327.703491,1552.67041,-204.731705,216.393967,1453.572876,-272.128418,101.877625,1295.001465,-218.162903,147.114349,1223.790527,-208.966629,189.457199,1028.426514,-209.320923,255.350327,1074.856079,-152.556427,263.25116,995.577087,-171.024658,668.675232,1535.370605,-221.66243,814.448608,1400.790283,-260.887787,899.160522,1295.062866,-209.686203,837.694214,1185.735107,-188.715286,806.979492,1059.66626,-210.237762,742.259094,1096.478271,-142.770615,730.564819,1033.311523,-103.354591,377.390259,1032.936035,-104.159187,608.861816,1027.733154,-296.082977,445.428925,1092.953979,-303.208252,560.205017,1096.37793,-243.746185,312.531494,687.429199,-255.19696,316.223877,522.986877,-296.703491,286.472778,338.419495,-325.158569,278.661804,109.884422,-380.966827,334.909882,69.745857,-154.603882,270.018188,59.200382,-219.895477,707.820129,756.872375,-228.377106,701.919556,534.266235,-266.832031,730.32489,404.08783,-306.450165,727.289429,111.917274,-368.226532,672.209656,69.297142,-143.229706,731.572937,59.919186
